30
50
6
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 23 11 12 13 14 15 16 17 18 19 20 21 22 10 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
13 2 3 4 5 6 7 8 9 10 11 12 1 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 19 5 6 7 8 9 10 11 12 13 14 15 16 17 18 4 20 21 22 23 24 25 26 27 28 29 30
9 2 5 4 3 6 7 8 1 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 10 7 8 9 6 11 12 13 14 15 16 17 18 19 20 21 22 26 24 25 23 27 28 29 30
1 2 7 4 5 6 3 24 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 8 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 23 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 2 24 25 26 27 28 29 30
27 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 1 28 29 30
1 20 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 2 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 19 6 8 7 9 10 11 12 13 14 15 16 17 18 5 28 21 22 25 24 23 26 27 20 29 30
1 2 3 4 5 6 7 8 14 10 11 12 13 9 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 21 10 11 12 13 14 15 16 17 18 19 20 9 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 20 4 5 13 7 8 9 10 11 12 6 14 15 16 17 18 19 3 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 30 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 12
1 2 3 4 5 6 7 8 9 10 17 12 13 18 15 16 11 14 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 22 9 10 11 12 13 14 15 16 17 18 19 20 21 8 23 24 25 26 27 28 29 30
1 2 7 4 5 6 3 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 24 13 14 15 16 17 18 19 20 21 22 23 12 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 16 11 12 13 14 15 10 17 25 19 20 21 22 23 24 18 26 27 28 29 30
1 21 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 2 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 4 12 6 7 8 9 10 11 5 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 28 5 6 7 8 9 10 11 12 13 14 15 22 17 18 19 20 21 16 23 24 25 26 27 4 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 27 16 17 18 22 20 21 19 23 24 25 26 15 28 29 30
1 2 3 30 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 4
1 2 3 4 28 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 5 29 30
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
1 2 3 20 5 6 7 8 9 10 11 12 30 14 15 16 17 18 19 4 21 22 23 24 25 26 27 28 29 13
